"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"12/22/2021 20:25:08","12/22/2021 14:55:08","WoolyPooly","ProgPowVeil","VEIL","48845.7","1.3295","1.3295","0","0.058","0","1.088","0"
"12/22/2021 20:26:13","12/22/2021 14:56:13","WoolyPooly","ProgPowVeil","VEIL","48831.64","1.3122","1.3122","0","0.057","0","1.074","0"
"12/22/2021 20:27:18","12/22/2021 14:57:18","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.2885","1.2885","0","0.05","0","1.08","0"
"12/22/2021 20:28:26","12/22/2021 14:58:26","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.3659","1.3659","0","0.047","0","1.148","0"
"12/22/2021 20:29:34","12/22/2021 14:59:34","MiningPoolHub","Ethash","BTC","49097.16","0.661","0.7512","0","0.025","12","0.405","0"
"12/22/2021 20:30:42","12/22/2021 15:00:42","MiningPoolHub","Ethash","BTC","48890.19","1.852","2.1045","0","0.071","12","1.135","0"
"12/22/2021 20:31:50","12/22/2021 15:01:50","MiningPoolHub","Ethash","BTC","48809.68","1.8318","2.0815","0","0.07","12","1.127","0"
"12/22/2021 20:32:57","12/22/2021 15:02:57","MiningPoolHub","Ethash","BTC","49097.16","1.8298","2.0793","0","0.07","12","1.129","0"
"12/22/2021 20:34:04","12/22/2021 15:04:04","MiningPoolHub","Ethash","BTC","48874.2","1.81","2.0568","0","0.069","12","1.12","0"
"12/22/2021 20:35:11","12/22/2021 15:05:11","MiningPoolHub","Ethash","BTC","48874.2","1.7949","2.0396","0","0.069","12","1.114","0"
"12/22/2021 20:36:22","12/22/2021 15:06:22","ZpoolCoins","HMQ1725","BTC","48851.82","253.1663","301.3885","0","0.021","16","0.369","0"
"12/22/2021 20:37:27","12/22/2021 15:07:27","ZpoolCoins","HMQ1725","BTC","49097.16","756.8809","901.0487","0","0.06","16","1.086","0"
"12/22/2021 20:38:34","12/22/2021 15:08:34","ZpoolCoins","HMQ1725","BTC","48785.8","789.3097","939.6544","0","0.063","16","1.126","0"
"12/22/2021 20:39:41","12/22/2021 15:09:41","ZpoolCoins","HMQ1725","BTC","48771.66","785.8231","935.5037","0","0.063","16","1.115","0"
"12/22/2021 20:40:48","12/22/2021 15:10:48","ZpoolCoins","HMQ1725","BTC","48771.66","790.5087","941.0818","0","0.063","16","1.117","0"
"12/22/2021 20:41:56","12/22/2021 15:11:56","ZpoolCoins","HMQ1725","BTC","48743.24","798.6684","950.7958","0","0.063","16","1.124","0"
"12/22/2021 20:43:03","12/22/2021 15:13:03","MiningPoolHub","Ethash","BTC","48750","0.6516","0.7405","0","0.024","12","0.403","0"
"12/22/2021 20:44:11","12/22/2021 15:14:11","MiningPoolHub","Ethash","BTC","48750","1.8268","2.076","0","0.066","12","1.129","0"
"12/22/2021 20:45:19","12/22/2021 15:15:19","MiningPoolHub","Ethash","BTC","49097.16","1.8338","2.0839","0","0.067","12","1.133","0"
"12/22/2021 20:46:27","12/22/2021 15:16:27","MiningPoolHub","Ethash","BTC","49097.16","0.5937","0.6747","0","0.022","12","0.367","0"
"12/22/2021 20:47:34","12/22/2021 15:17:34","MiningPoolHub","Ethash","BTC","48792.87","1.7882","2.0321","0","0.065","12","1.106","0"
"12/22/2021 20:48:40","12/22/2021 15:18:40","MiningPoolHub","Ethash","BTC","49097.16","1.7974","2.0425","0","0.065","12","1.113","0"
"12/22/2021 20:49:49","12/22/2021 15:19:49","unMineable","Ethash","ETH","49097.16","0.5254","0.5254","0","0.023","0","0.371","0"
"12/22/2021 20:50:55","12/22/2021 15:20:55","unMineable","Ethash","ETH","49097.16","1.5592","1.5592","0","0.068","0","1.1","0"
"12/22/2021 20:52:04","12/22/2021 15:22:04","unMineable","Ethash","ETH","49097.16","1.6144","1.6144","0","0.071","0","1.142","0"
"12/22/2021 20:53:13","12/22/2021 15:23:13","ZpoolCoins","X12","BTC","49097.16","1.1333","1.3492","0","0.019","16","0.365","0"
"12/22/2021 20:54:18","12/22/2021 15:24:18","ZpoolCoins","X12","BTC","49097.16","3.3876","4.0328","0","0.057","16","1.091","0"
"12/22/2021 20:55:24","12/22/2021 15:25:24","ZpoolCoins","HMQ1725","BTC","49097.16","271.7896","323.559","0","0.022","16","0.384","0"
"12/22/2021 20:56:29","12/22/2021 15:26:29","ZpoolCoins","HMQ1725","BTC","49097.16","768.0021","914.2882","0","0.061","16","1.087","0"
"12/22/2021 20:57:33","12/22/2021 15:27:33","ZpoolCoins","X12","BTC","49097.16","1.0738","1.2784","0","0.024","16","0.402","0"
"12/22/2021 20:58:38","12/22/2021 15:28:38","ZpoolCoins","X12","BTC","49097.16","2.872","3.4191","0","0.059","16","1.08","0"
"12/22/2021 20:59:43","12/22/2021 15:29:43","ZpoolCoins","X12","BTC","49097.16","2.4129","2.8726","0","0.062","16","1.082","0"
"12/22/2021 21:00:48","12/22/2021 15:30:48","ZpoolCoins","X12","BTC","48806.04","2.0765","2.472","0","0.062","16","1.081","0"
"12/22/2021 21:01:53","12/22/2021 15:31:53","ZpoolCoins","HMQ1725","BTC","49097.16","283.6159","337.638","0","0.023","16","0.403","0"
"12/22/2021 21:02:58","12/22/2021 15:32:58","ZpoolCoins","HMQ1725","BTC","49097.16","757.6722","901.9907","0","0.061","16","1.081","0"
"12/22/2021 21:04:03","12/22/2021 15:34:03","ZpoolCoins","HMQ1725","BTC","49097.16","756.5451","900.6489","0","0.061","16","1.084","0"
"12/22/2021 21:05:08","12/22/2021 15:35:08","ZpoolCoins","HMQ1725","BTC","49097.16","750.5658","893.5307","0","0.061","16","1.08","0"
"12/22/2021 21:06:13","12/22/2021 15:36:13","unMineable","Ethash","ETH","49097.16","0.5517","0.5517","0","0.024","0","0.391","0"
"12/22/2021 21:07:18","12/22/2021 15:37:18","unMineable","Ethash","ETH","49097.16","1.526","1.526","0","0.067","0","1.081","0"
"12/22/2021 21:08:23","12/22/2021 15:38:23","unMineable","Ethash","ETH","49097.16","1.528","1.528","0","0.067","0","1.083","0"
"12/22/2021 21:09:36","12/22/2021 15:39:36","unMineable","Ethash","ETH","49097.16","0.4642","0.4642","0","0.024","0","0.37","0"
"12/22/2021 21:10:41","12/22/2021 15:40:41","unMineable","Ethash","ETH","49097.16","1.3579","1.3579","0","0.07","0","1.082","0"
"12/22/2021 21:11:47","12/22/2021 15:41:47","unMineable","Ethash","ETH","49097.16","1.3728","1.3728","0","0.071","0","1.094","0"
"12/22/2021 21:12:52","12/22/2021 15:42:52","MiningPoolHub","Ethash","BTC","49097.16","0.626","0.7113","0","0.023","12","0.388","0"
"12/22/2021 21:13:57","12/22/2021 15:43:57","MiningPoolHub","Ethash","BTC","49097.16","1.7612","2.0014","0","0.064","12","1.091","0"
"12/22/2021 21:15:02","12/22/2021 15:45:02","MiningPoolHub","Ethash","BTC","48914.32","1.7524","1.9913","0","0.064","12","1.085","0"
"12/22/2021 21:16:09","12/22/2021 15:46:09","MiningPoolHub","Ethash","BTC","49097.16","0.597","0.6784","0","0.022","12","0.37","0"
"12/22/2021 21:17:14","12/22/2021 15:47:14","MiningPoolHub","Ethash","BTC","49097.16","1.7552","1.9946","0","0.064","12","1.087","0"
"12/22/2021 21:18:19","12/22/2021 15:48:19","MiningPoolHub","Ethash","BTC","49097.16","1.7502","1.9888","0","0.064","12","1.083","0"
"12/22/2021 21:19:28","12/22/2021 15:49:28","ZpoolCoins","HMQ1725","BTC","49097.16","269.3813","320.6921","0","0.021","16","0.368","0"
"12/22/2021 21:20:32","12/22/2021 15:50:32","ZpoolCoins","HMQ1725","BTC","49097.16","827.7459","985.4118","0","0.061","16","1.08","0"
"12/22/2021 21:21:37","12/22/2021 15:51:37","ZpoolCoins","HMQ1725","BTC","49097.16","861.0624","1025.0743","0","0.061","16","1.082","0"
"12/22/2021 21:22:43","12/22/2021 15:52:43","ZpoolCoins","HMQ1725","BTC","49097.16","893.908","1064.1762","0","0.062","16","1.089","0"
"12/22/2021 21:23:46","12/22/2021 15:53:46","ZpoolCoins","HMQ1725","BTC","49097.16","895.1095","1065.6065","0","0.06","16","1.062","0"
"12/22/2021 21:24:51","12/22/2021 15:54:51","MiningPoolHubCoins","KawPOW","BTC","49097.16","0.5172","0.5172","0","0.024","0","0.407","0"
"12/22/2021 21:25:58","12/22/2021 15:55:58","MiningPoolHubCoins","KawPOW","BTC","49097.16","1.4249","1.4249","0","0.067","0","1.119","0"
"12/22/2021 21:27:06","12/22/2021 15:57:06","MiningPoolHubCoins","KawPOW","BTC","49097.16","0.5005","0.5005","0","0.025","0","0.401","0"
"12/22/2021 21:28:13","12/22/2021 15:58:13","MiningPoolHubCoins","KawPOW","BTC","49097.16","1.3953","1.3953","0","0.071","0","1.117","0"
"12/22/2021 21:29:21","12/22/2021 15:59:21","MiningPoolHubCoins","KawPOW","BTC","49097.16","0.5004","0.5004","0","0.025","0","0.402","0"
"12/22/2021 21:30:28","12/22/2021 16:00:28","MiningPoolHubCoins","KawPOW","BTC","48894.26","1.4069","1.4069","0","0.069","0","1.131","0"
"12/22/2021 21:31:37","12/22/2021 16:01:37","WoolyPooly","ProgPowVeil","VEIL","49097.16","0.4652","0.4652","0","0.014","0","0.388","0"
"12/22/2021 21:32:45","12/22/2021 16:02:45","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.3521","1.3521","0","0.04","0","1.124","0"
"12/22/2021 21:33:53","12/22/2021 16:03:53","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.36","1.36","0","0.038","0","1.134","0"
"12/22/2021 21:34:57","12/22/2021 16:04:57","unMineable","Ethash","XMR","49097.16","0.5967","0.5967","0","0.026","0","0.422","0"
"12/22/2021 21:36:05","12/22/2021 16:06:05","ZpoolCoins","HMQ1725","BTC","49097.16","309.1659","368.0547","0","0.021","16","0.37","0"
"12/22/2021 21:37:09","12/22/2021 16:07:09","ZpoolCoins","HMQ1725","BTC","49097.16","878.4809","1045.8106","0","0.06","16","1.06","0"
"12/22/2021 21:38:56","12/22/2021 16:08:56","unMineable","Ethash","XMR","48807.88","0.612","0.612","0","0.027","0","0.433","0"
"12/22/2021 21:40:03","12/22/2021 16:10:03","unMineable","Ethash","XMR","48800","1.583","1.583","0","0.069","0","1.12","0"
"12/22/2021 21:41:08","12/22/2021 16:11:08","MiningPoolHub","Ethash","BTC","49097.16","0.5908","0.6714","0","0.022","12","0.367","0"
"12/22/2021 21:42:13","12/22/2021 16:12:13","MiningPoolHub","Ethash","BTC","49097.16","1.7444","1.9823","0","0.064","12","1.084","0"
"12/22/2021 21:43:18","12/22/2021 16:13:18","MiningPoolHub","Ethash","BTC","49097.16","1.7524","1.9913","0","0.064","12","1.088","0"
"12/22/2021 21:44:23","12/22/2021 16:14:23","MiningPoolHub","Ethash","BTC","49097.16","0.6256","0.7109","0","0.023","12","0.389","0"
"12/22/2021 21:45:28","12/22/2021 16:15:28","MiningPoolHub","Ethash","BTC","49196.39","1.7527","1.9917","0","0.064","12","1.089","0"
"12/22/2021 21:46:34","12/22/2021 16:16:34","MiningPoolHub","Ethash","BTC","49097.16","1.7603","2.0004","0","0.064","12","1.093","0"
"12/22/2021 21:49:18","12/22/2021 16:19:18","unMineable","Ethash","ETH","49097.16","0.6447","0.6447","0","0.028","0","0.456","0"
"12/22/2021 21:50:22","12/22/2021 16:20:22","unMineable","Ethash","ETH","49097.16","1.5052","1.5052","0","0.066","0","1.066","0"
"12/22/2021 21:51:26","12/22/2021 16:21:26","unMineable","Ethash","ETH","49097.16","0.4888","0.4888","0","0.025","0","0.389","0"
"12/22/2021 21:52:32","12/22/2021 16:22:32","unMineable","Ethash","ETH","49097.16","1.3906","1.3906","0","0.071","0","1.106","0"
"12/22/2021 21:53:38","12/22/2021 16:23:38","ZpoolCoins","X25x","BTC","49097.16","0.6326","0.7531","0","0.021","16","0.38","0"
"12/22/2021 21:54:42","12/22/2021 16:24:42","unMineable","Ethash","ETH","49097.16","0.5424","0.5424","0","0.028","0","0.431","0"
"12/22/2021 21:55:47","12/22/2021 16:25:47","unMineable","Ethash","ETH","49097.16","1.3504","1.3504","0","0.069","0","1.074","0"
"12/22/2021 21:56:52","12/22/2021 16:26:52","unMineable","Ethash","ETH","49097.16","1.3687","1.3687","0","0.07","0","1.088","0"
"12/22/2021 21:57:56","12/22/2021 16:27:56","WoolyPooly","ProgPowVeil","VEIL","49097.16","0.4655","0.4655","0","0.012","0","0.387","0"
"12/22/2021 21:59:02","12/22/2021 16:29:02","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.3103","1.3103","0","0.034","0","1.088","0"
"12/22/2021 22:00:07","12/22/2021 16:30:07","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.3102","1.3102","0","0.033","0","1.084","0"
"12/22/2021 22:01:12","12/22/2021 16:31:12","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.3133","1.3133","0","0.032","0","1.087","0"
"12/22/2021 22:02:16","12/22/2021 16:32:16","WoolyPooly","ProgPowVeil","VEIL","48982.9","1.2948","1.2948","0","0.031","0","1.076","0"
"12/22/2021 22:03:21","12/22/2021 16:33:21","ZpoolCoins","HMQ1725","BTC","49027.2","312.7933","372.373","0","0.022","16","0.385","0"
"12/22/2021 22:04:27","12/22/2021 16:34:27","ZpoolCoins","HMQ1725","BTC","49097.16","866.9911","1032.1323","0","0.062","16","1.087","0"
"12/22/2021 22:05:32","12/22/2021 16:35:32","WoolyPooly","ProgPowVeil","VEIL","49097.16","0.5073","0.5073","0","0.012","0","0.421","0"
"12/22/2021 22:06:37","12/22/2021 16:36:37","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.2995","1.2995","0","0.03","0","1.076","0"
"12/22/2021 22:07:44","12/22/2021 16:37:44","WoolyPooly","ProgPowVeil","VEIL","49097.16","1.3562","1.3562","0","0.03","0","1.121","0"
"12/22/2021 22:08:52","12/22/2021 16:38:52","MiningPoolHub","Ethash","BTC","49097.16","0.6879","0.7817","0","0.025","12","0.423","0"
"12/22/2021 22:10:00","12/22/2021 16:40:00","MiningPoolHub","Ethash","BTC","49097.16","1.8445","2.096","0","0.067","12","1.134","0"
"12/22/2021 22:11:08","12/22/2021 16:41:08","MiningPoolHub","Ethash","BTC","49097.16","1.8512","2.1036","0","0.067","12","1.138","0"
"12/22/2021 22:12:14","12/22/2021 16:42:14","MiningPoolHub","Ethash","BTC","49097.16","0.5979","0.6794","0","0.022","12","0.368","0"
"12/22/2021 22:13:22","12/22/2021 16:43:22","MiningPoolHub","Ethash","BTC","49097.16","1.8397","2.0905","0","0.066","12","1.13","0"
"12/22/2021 22:14:27","12/22/2021 16:44:27","MiningPoolHub","Ethash","BTC","49097.16","1.754","1.9931","0","0.063","12","1.077","0"
"12/22/2021 22:15:31","12/22/2021 16:45:31","unMineable","Ethash","XMR","49097.16","0.5551","0.5551","0","0.024","0","0.391","0"
"12/22/2021 22:16:37","12/22/2021 16:46:37","ZpoolCoins","HMQ1725","BTC","49097.16","288.0751","342.9466","0","0.021","16","0.368","0"
"12/22/2021 22:17:41","12/22/2021 16:47:41","ZpoolCoins","HMQ1725","BTC","49012.13","828.9455","986.8398","0","0.061","16","1.077","0"
"12/22/2021 22:18:47","12/22/2021 16:48:47","unMineable","Ethash","XMR","48993.32","0.5301","0.5301","0","0.023","0","0.374","0"
"12/22/2021 22:19:53","12/22/2021 16:49:53","unMineable","Ethash","XMR","49097.16","1.5444","1.5444","0","0.067","0","1.089","0"
"12/22/2021 22:21:00","12/22/2021 16:51:00","ZpoolCoins","HMQ1725","BTC","48934.48","275.8717","328.4186","0","0.021","16","0.365","0"
"12/22/2021 22:22:05","12/22/2021 16:52:05","ZpoolCoins","HMQ1725","BTC","48933.56","803.2768","956.2819","0","0.062","16","1.082","0"
"12/22/2021 22:23:13","12/22/2021 16:53:13","unMineable","Ethash","XMR","48933.56","0.5264","0.5264","0","0.023","0","0.371","0"
"12/22/2021 22:24:18","12/22/2021 16:54:18","unMineable","Ethash","XMR","48965.42","1.5469","1.5469","0","0.067","0","1.09","0"
"12/22/2021 22:25:22","12/22/2021 16:55:22","unMineable","Ethash","XMR","48970.56","1.5214","1.5214","0","0.066","0","1.073","0"
"12/22/2021 22:26:27","12/22/2021 16:56:27","unMineable","Ethash","XMR","48970.56","1.5297","1.5297","0","0.067","0","1.08","0"
"12/22/2021 22:27:32","12/22/2021 16:57:32","unMineable","Ethash","XMR","49006.92","1.5236","1.5236","0","0.067","0","1.078","0"
"12/22/2021 22:28:37","12/22/2021 16:58:37","unMineable","Ethash","XMR","48989.51","1.526","1.526","0","0.067","0","1.081","0"
"12/22/2021 22:29:41","12/22/2021 16:59:41","unMineable","Ethash","XMR","48989.51","1.4979","1.4979","0","0.066","0","1.062","0"
"12/22/2021 22:30:45","12/22/2021 17:00:45","unMineable","Ethash","XMR","49002.22","1.5209","1.5209","0","0.067","0","1.08","0"
"12/22/2021 22:31:50","12/22/2021 17:01:50","unMineable","Ethash","XMR","49018.62","1.5061","1.5061","0","0.066","0","1.071","0"
"12/22/2021 22:32:54","12/22/2021 17:02:54","ZpoolCoins","HMQ1725","BTC","49018.62","283.1431","337.0751","0","0.022","16","0.387","0"
"12/22/2021 22:33:59","12/22/2021 17:03:59","ZpoolCoins","HMQ1725","BTC","49059.92","778.1283","926.3433","0","0.062","16","1.077","0"
"12/22/2021 22:35:03","12/22/2021 17:05:03","ZpoolCoins","HMQ1725","BTC","49059.92","764.9948","910.7081","0","0.062","16","1.072","0"
"12/22/2021 22:36:08","12/22/2021 17:06:08","ZpoolCoins","HMQ1725","BTC","49063.02","762.288","907.4857","0","0.062","16","1.08","0"
"12/22/2021 22:37:13","12/22/2021 17:07:13","ZpoolCoins","HMQ1725","BTC","49063.02","757.8997","902.2616","0","0.063","16","1.085","0"
"12/22/2021 22:38:18","12/22/2021 17:08:18","ZpoolCoins","HMQ1725","BTC","49088.08","749.2169","891.9249","0","0.062","16","1.082","0"
"12/22/2021 22:39:23","12/22/2021 17:09:23","MiningPoolHub","Ethash","BTC","49088.08","0.7132","0.8105","0","0.026","12","0.438","0"
"12/22/2021 22:40:29","12/22/2021 17:10:29","MiningPoolHub","Ethash","BTC","49060.7","1.7845","2.0279","0","0.064","12","1.095","0"
